,year,province,immigrant_status,labour_force_character,gender,age_group,metrics,total
152947,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
152949,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,8.0
152950,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,40.0
152951,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
152957,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,31.0
152958,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,36.0
152959,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,21.0
152961,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,43.0
152962,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,112.0
152963,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,42.0
153605,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,104.0
153606,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,462.0
153607,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,41.0
153609,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,96.0
153610,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,504.0
153611,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,58.0
153617,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,70.0
153618,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,428.0
153619,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,19.0
153621,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,53.0
153622,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,392.0
153623,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,13.0
153629,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,66.0
153630,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,399.0
153631,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,17.0
153633,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,46.0
153634,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,353.0
153635,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
153641,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,39.0
153642,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,375.0
153643,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,14.0
153645,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,23.0
153646,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,300.0
153647,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
153653,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,26.0
153654,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,24.0
153655,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,4.0
153657,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,23.0
153658,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,53.0
153659,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,4.0
153665,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,4.0
153666,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,30.0
153667,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
153669,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,7.0
153670,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,40.0
153671,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
153677,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,34.0
153678,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,34.0
153679,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,22.0
153681,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,42.0
153682,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,111.0
153683,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,45.0
154325,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,106.0
154326,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,475.0
154327,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,43.0
154329,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,99.0
154330,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,511.0
154331,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,59.0
154337,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,67.0
154338,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,439.0
154339,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
154341,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,53.0
154342,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,398.0
154343,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,14.0
154349,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,62.0
154350,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,404.0
154351,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,17.0
154353,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,47.0
154354,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,357.0
154355,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
154361,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,38.0
154362,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,379.0
154363,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
154365,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,24.0
154366,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,300.0
154367,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
154373,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,24.0
154374,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,25.0
154375,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,4.0
154377,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,23.0
154378,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,57.0
154379,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
154385,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,5.0
154386,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,35.0
154387,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
154389,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,6.0
154390,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,41.0
154391,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
154397,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,39.0
154398,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,36.0
154399,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,24.0
154401,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,46.0
154402,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,113.0
154403,2024,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,45.0
155045,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,110.0
155046,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,479.0
155047,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,42.0
155049,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,103.0
155050,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,511.0
155051,2024,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,57.0
155057,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,67.0
155058,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,443.0
155059,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
155061,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,55.0
155062,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,394.0
155063,2024,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,14.0
155069,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,61.0
155070,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,403.0
155071,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,17.0
155073,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,50.0
155074,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,356.0
155075,2024,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
155081,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,38.0
155082,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,376.0
155083,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
155085,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,25.0
155086,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,297.0
155087,2024,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
155093,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,23.0
155094,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,27.0
155095,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,4.0
155097,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,24.0
155098,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,59.0
155099,2024,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
155105,2024,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
